Name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Östra Solgatan 8A,73.0,3,4697,630000,8630,2023-09-27,Klippans kommun,Solslätt,Lägenhet
Ekkällegatan 8,60.0,2,4159,1400000,23333,2023-09-27,Linköpings kommun,Ekkällan,Lägenhet
Södervägen 6A,43.0,1,2869,2050000,47674,2023-09-27,Täby kommun,Viggbyholm,Lägenhet
Magnus Ladulåsgatan 23B,33.0,1,1746,2670000,80909,2023-09-27,Stockholms kommun,Södermalm - Maria,Lägenhet
Gröndalsvägen 210,57.0,2,2214,3900000,68421,2023-09-27,Stockholms kommun,Gröndal,Lägenhet
Mångatan 30,118.0,4,,2825000,,2023-09-27,Jönköpings kommun,Mariebo,Radhus
Högestadsgatan 41,124.0,5,,5400000,,2023-09-27,Malmö kommun,Limhamn,Villa
Fredåsgatan 14B,84.0,3,5920,2350000,27976,2023-09-27,Mölndals kommun,Krokslätt,Lägenhet
"Hammarby allé 40, 2 tr",80.0,4,5388,5200000,65000,2023-09-27,Stockholms kommun,Hammarby Sjöstad,Lägenhet
Karl Gustavsgatan 7A,103.0,4,8099,6000000,58252,2023-09-27,Göteborgs kommun,Vasastaden,Lägenhet
Lövbrunnavägen 31,178.0,8,,11850000,,2023-09-27,Täby kommun,Lövbrunna,Villa
Lunserudsvägen 12 E,54.0,2,3462,695000,12870,2023-09-27,Hammarö kommun,Skoghall,Lägenhet
Enstavägen 59,140.0,7,,7350000,,2023-09-27,Täby kommun,Ensta,Villa
Tredje långgatan 42,61.1,2,3157,3650000,59738,2023-09-27,Göteborgs kommun,Linnéstaden,Lägenhet
Ingenjörsgatan 10,72.0,3,3386,4300000,59722,2023-09-27,Göteborgs kommun,Kungshöjd,Lägenhet
Kävesta 231,204.0,4,,3200000,,2023-09-27,Hallsbergs kommun,Sköllersta,Villa
Klörupsvägen 31D,79.5,3,5182,1350000,16981,2023-09-27,Trelleborgs kommun,Gula Gården,Lägenhet
Trappvägen 8,138.0,5,,3150000,,2023-09-27,Växjö kommun,Hovshaga,Villa
Furuvägen 2E,48.0,2,,335000,,2023-09-27,Haparanda kommun,Grankullen,Radhus
Vikingavägen 20,48.0,"1,5",4009,495000,10313,2023-09-27,Sandvikens kommun,Örta,Lägenhet
Kvisslingbyvägen 91,90.0,3,,4300000,,2023-09-27,Österåkers kommun,Kvisslingby,Villa
Maskrosvägen 6,155.0,7,,1250000,,2023-09-27,Tanums kommun,Bullaren,Villa
Hallandsvägen 53,77.0,4,,600000,,2023-09-27,Örkelljunga kommun,Örkelljunga,Villa
Käpplundavägen 1A,55.0,2,3801,1350000,24545,2023-09-27,Skövde kommun,Norrmalm,Lägenhet
Tors Gränd 13,71.0,3,4191,2795000,39366,2023-09-27,Malmö kommun,Hyllie,Lägenhet
Industrigatan 5,37.0,"1,5",1363,3900000,105405,2023-09-27,Stockholms kommun,Kungsholmen - Fridhemsplan,Lägenhet
Creutzgatan 11,35.0,1,1986,3210000,91714,2023-09-27,Stockholms kommun,Kungsholmen - Thorildsplan,Lägenhet
Körsbärsstigen 7,25.0,2,,575000,,2023-09-27,Gävle kommun,Södertull,Fritidshus
Husmansvägen 11,107.0,5,,1550000,,2023-09-27,,,
Kamomillgatan 18,78.0,3,4661,1995000,25577,2023-09-27,Uppsala kommun,Årsta,Lägenhet
Gäddvägen 49,72.0,3,5665,1325000,18403,2023-09-27,Halmstads kommun,Fyllinge,Lägenhet
Hagavägen 25,59.5,2,2369,1050000,17647,2023-09-27,Borlänge kommun,Hagalund,Lägenhet
Västra Holmgatan 26C,58.0,2,3885,2450000,42241,2023-09-27,Jönköpings kommun,Kålgården,Lägenhet
Klörupsvägen 31D,79.5,3,5182,1430000,17987,2023-09-27,Trelleborgs kommun,Gula Gården,Lägenhet
Industrigatan 4A,51.0,2,3409,2160000,42353,2023-09-27,Malmö kommun,Sorgenfri - Malmö,Lägenhet
Nylänningen 4,72.0,3,5045,2850000,39583,2023-09-27,Göteborgs kommun,Skintebo,Lägenhet
"Sjöbjörnsvägen 10, 3 & 4tr",96.0,4,6508,8600000,89583,2023-09-27,Stockholms kommun,Gröndal,Lägenhet
Lysviksgatan 21,95.5,4,4433,3650000,38220,2023-09-27,Stockholms kommun,Farsta,Lägenhet
Östbjörka Västanåvägen 14,120.0,6,,1600000,,2023-09-27,,,
Borgargatan 4B,38.0,2,2757,1750000,46053,2023-09-27,Trosa kommun,Trosa Centralt,Lägenhet
Morgonvägen 7,99.0,4,6276,1900000,19192,2023-09-27,Uppsala kommun,Storvreta,Lägenhet
Södergatan 25A,53.5,2,3430,250000,4673,2023-09-27,Emmaboda kommun,Emmaboda,Lägenhet
Solhemsgatan 33B,143.0,5,,6400000,,2023-09-27,Mölndals kommun,Mölndal - Solängen,Villa
Broddgränd 35,73.5,3,4015,3200000,43537,2023-09-27,Stockholms kommun,Västertorp,Lägenhet
Fornborgsgatan 57,103.3,4,5436,3375000,32672,2023-09-27,Göteborgs kommun,Torslanda - Centralt,Lägenhet
Berga 53,70.0,4,,850000,,2023-09-27,,,
Enstavägen 24,176.0,6,,7700000,,2023-09-27,Täby kommun,Ensta,Villa
Vårgatan 15,56.0,2,3644,1450000,25893,2023-09-27,Malmö kommun,Östervärn,Lägenhet
Bärnstensgatan 13C,77.5,3,6528,1100000,14194,2023-09-27,Helsingborgs kommun,Ättekulla,Lägenhet
Mjölkuddsvägen 213,91.0,3,3691,2095000,23022,2023-09-27,Luleå kommun,Mjölkudden,Lägenhet
Ovansjö 180,333.0,7,,6250000,,2023-09-27,Sundsvalls kommun,Njurunda,Gård/Skog
Klensmedsvägen 28,93.0,4,,9000000,,2023-09-27,Stockholms kommun,Hökmossen/Telefonplan,Villa
Wiboms väg 10,83.0,3,5109,4975000,59940,2023-09-27,Solna kommun,Västra Skogen,Lägenhet
Dagavägen 5,230.0,8,,2000000,,2023-09-27,Gnesta kommun,Stjärnhov,Villa
Lissbyvägen 6,2.0,019,,540000,,2023-09-27,Norrtälje kommun,Malsta,Tomt
Barbro Hörbergs gata 3,84.5,3,3215,5900000,69822,2023-09-27,Göteborgs kommun,Örgryte,Lägenhet
Hagavägen 71,126.0,4,,1575000,,2023-09-27,Gävle kommun,Hamrångefjärden,Villa
Öbbestorp 132,174.0,5,,2700000,,2023-09-27,Kalmar kommun,Ljungbyholm,Villa
Violstigen 1J,110.0,3,,3975000,,2023-09-27,Västerås kommun,Gideonsberg,Radhus
Snipgränd 171,80.0,3,4584,1642000,20525,2023-09-27,Umeå kommun,Ersboda,Lägenhet
Edsvägen 1B,44.5,2,3331,1995000,44831,2023-09-27,Huddinge kommun,Centrala Huddinge,Lägenhet
Lye Dals 416,29.0,2,,870000,,2023-09-27,,,
Säm 235,58.0,4,,1500000,,2023-09-27,Ulricehamns kommun,Säm,Villa
Bärnstensgatan 53A,93.5,4,7671,1640000,17540,2023-09-27,Helsingborgs kommun,Ättekulla,Lägenhet
Tränsgatan 15,44.0,2,2644,2475000,56250,2023-09-27,Täby kommun,Täby Park,Lägenhet
Ostronvägen 30A,76.8,3,3847,900000,11719,2023-09-27,Tierps kommun,Tierp,Radhus
Formarstigen 10,79.0,4,4744,5110000,64684,2023-09-27,Värmdö kommun,Gustavsberg Höjdhagen,Lägenhet
Tvetgatan 235,65.5,2,5135,1715000,26183,2023-09-27,Kungälvs kommun,Kungälv,Lägenhet
Odhners väg 15,88.0,5,,3560000,,2023-09-27,Lerums kommun,Lerum - Centralt,Radhus
Blomstervägen 5,111.0,4,,2620000,,2023-09-27,Strängnäs kommun,Ulvhäll,Radhus
Kvarnbyvallen 21,79.0,3,4298,4200000,53165,2023-09-27,Mölndals kommun,Mölndal - Kvarnbyn,Lägenhet
Gudmundsgatan 7B,105.0,4,5294,3700000,35238,2023-09-27,Malmö kommun,Kulladal,Lägenhet
Olof Af Acrels Väg 5,26.0,1,1858,2350000,90385,2023-09-27,Solna kommun,Hagastaden/Karolinska,Lägenhet
Blåeldsbågen 49B MARKPLAN,55.0,2,3581,1495000,27182,2023-09-27,Linköpings kommun,Sturefors,Lägenhet
Soldatgatan 28,78.0,3,3568,2300000,29487,2023-09-27,Västerås kommun,Viksäng,Lägenhet
Olovsgatan 7B,58.0,2,2983,1300000,22414,2023-09-27,Karlstads kommun,Herrhagen,Lägenhet
Ljömsebo Ringvägen 31,89.0,3,,1425000,,2023-09-27,Sala kommun,Ljömsebo,Villa
Tornslingan 44,53.5,2,3544,1900000,35514,2023-09-27,Huddinge kommun,Trångsund,Lägenhet
Iglatjärnsvägen 28,54.0,3,,1850000,,2023-09-27,Göteborgs kommun,Olofstorp,Villa
Dragonvägen 49,94.0,3,5175,2450000,26064,2023-09-27,Upplands Väsby kommun,Centralt,Lägenhet
Norrlandsgatan 2,160.0,5,,530000,,2023-09-27,Degerfors kommun,Karlshagen,Villa
Skogsslingan 12,74.0,2,3579,4395000,59392,2023-09-27,Danderyds kommun,Charlottenberg,Lägenhet
Disponentgatan 2,45.0,2,1981,3470000,77111,2023-09-27,Stockholms kommun,Kungsholmen - Lilla Essingen,Lägenhet
Bondgårdsvägen 12 F,110.0,4,5044,1950000,17727,2023-09-27,Köpings kommun,Östanås,Radhus
Gruvfogdevägen 10,133.0,6,,6000000,,2023-09-27,Österåkers kommun,Flaxenvik,Villa
Konsultgatan 10,83.5,3,5264,1730000,20719,2023-09-27,Malmö kommun,Södertorp,Lägenhet
Gamla Huddingevägen 444,70.0,3,3586,4300000,61429,2023-09-27,Stockholms kommun,Örby / Älvsjö,Lägenhet
Köinge 6858,110.0,5,,2700000,,2023-09-27,Hörby kommun,Centralt,Villa
Drabantgatan 11,33.0,"1,5",2827,1450000,43939,2023-09-27,Upplands Väsby kommun,Centralt,Lägenhet
Strandvägen 17 C,136.0,4,7960,4000000,29412,2023-09-27,Karlstads kommun,Vågmästaren,Lägenhet
Åkervägen 1,142.0,4,,2100000,,2023-09-27,Bromölla kommun,Valje,Villa
Rosendal 16D,99.5,4,4868,1445000,14523,2023-09-27,Karlskoga kommun,Rosendal,Lägenhet
Ringvägen 3G,55.0,2,3552,1000000,18182,2023-09-27,Östhammars kommun,Östhammar,Lägenhet
Valthornsvägen 56B,68.0,2,4045,1375000,20221,2023-09-27,Uppsala kommun,Gottsunda,Lägenhet
Ringvägen 51B,51.5,2,3492,700000,13592,2023-09-27,Köpings kommun,Östanås,Lägenhet
Kolsyregatan 7,83.0,4,4559,3150000,37952,2023-09-27,Malmö kommun,Limhamns Sjöstad,Lägenhet
"Borensvägen 45, 2tr",58.0,3,3952,3130000,53966,2023-09-27,Stockholms kommun,Årsta,Lägenhet
Allhelgonavägen 12 B,49.5,2,3793,750000,15152,2023-09-27,Nyköpings kommun,Öster,Lägenhet
Bruksallén 10,64.0,3,5448,1875000,29297,2023-09-27,Vellinge kommun,Hököpinge,Lägenhet
Jöns Rundbäcks Plats 2,48.0,2,3359,2350000,48958,2023-09-27,Göteborgs kommun,Centrala Hisingen - Kvillebäcken,Lägenhet
Sandbäcksgatan 11,81.5,3,4438,3600000,44172,2023-09-27,Linköpings kommun,Centralt,Lägenhet
Petuniavägen 1,150.0,8,,4850000,,2023-09-27,Haninge kommun,Vendelsö Gård,Villa
Askvägen 19,90.0,4,,1875000,,2023-09-27,Kalmar kommun,Smedby,Villa
Röds pallasstig 5,123.0,5,,4125000,,2023-09-27,Göteborgs kommun,Torslanda,Radhus
S:t Olofsgatan 28C,60.2,2,4593,2750000,45681,2023-09-27,Uppsala kommun,CENTRUM,Lägenhet
Parternas gränd 69,66.0,3,5719,2050000,31061,2023-09-27,Lunds kommun,Fredslyckan,Lägenhet
Villavägen 16,97.0,4,,375000,,2023-09-27,,,
Södra vägen 15,47.0,2,3040,2100000,44681,2023-09-27,Lunds kommun,Lund - Centrum,Lägenhet
Sandnäset 116,66.0,3,,2200000,,2023-09-27,Luleå kommun,Bälinge,Villa
Sandåkersgatan 13A,92.0,4,4183,2975000,32337,2023-09-27,Umeå kommun,Sandåkern,Lägenhet
"Kalmgatan 20, 2tr",39.0,2,3018,2975000,76282,2023-09-27,Stockholms kommun,Hammarbyhöjden,Lägenhet
Östen Undéns gata 178,67.5,2,4794,1950000,28889,2023-09-27,Lunds kommun,Värpinge,Lägenhet
Ryddalsgatan 6D,56.5,2,3173,2180000,38584,2023-09-27,Linköpings kommun,Valla,Lägenhet
Axbergsgränd 7,61.0,2,3777,1850000,30328,2023-09-27,Stockholms kommun,Hagsätra,Lägenhet
Lidåkersgatan 9A,48.0,1,3773,380000,7917,2023-09-27,Lidköpings kommun,Lidåker,Lägenhet
Rotekullagatan 4,138.0,6,,2450000,,2023-09-27,Trollhättans kommun,Skoftebyn,Villa
Islingbyvägen 47,105.0,4,,2995000,,2023-09-27,Borlänge kommun,Islingby,Villa
Elljusvägen 16I,56.0,2,4446,1975000,35268,2023-09-27,Malung-Sälens kommun,Sälens by,Lägenhet
Håringe 8,60.0,4,,3400000,,2023-09-27,Ljungby kommun,Bolmsö,Villa
Snöågatan 14 A,63.0,2,3347,920000,14603,2023-09-27,Borlänge kommun,Forssa,Lägenhet
Kälkbacken 9A,82.0,4,6136,2500000,30488,2023-09-27,Botkyrka kommun,Tullinge,Lägenhet
Anemonvägen 38,91.0,4,5159,5300000,58242,2023-09-27,Nacka kommun,Hedvigslund - Älta,Lägenhet
Greve Dückers väg 7D,95.0,4,5306,1750000,18421,2023-09-27,Eslövs kommun,Eslöv Sallerup,Lägenhet
Vattugatan 21 A,36.0,1,2451,2550000,70833,2023-09-27,Sundbybergs kommun,Centrala Sundbyberg,Lägenhet
Granstigen 6B,91.0,4,,500000,,2023-09-27,Hagfors kommun,Hagfors,Villa
Norrevallsvägen 2,300.0,6,,5450000,,2023-09-27,Ystads kommun,Stora Herrestad,Villa
Körsångarvägen 1,118.0,4,7794,3000000,25424,2023-09-27,Huddinge kommun,Skogås,Lägenhet
Åsa 4498,95.0,4,,2325000,,2023-09-27,Markaryds kommun,Bråthult / Markaryd Norr,Villa
Östra Kasernvägen 6A,34.4,1,2486,1950000,56686,2023-09-27,Vaxholms kommun,Rindö Hamn,Lägenhet
Råbocksvägen 39,132.0,5,,2410000,,2023-09-27,Västerås kommun,Gryta,Radhus
Östanbjörke 46,180.0,3,,2550000,,2023-09-27,Sunne kommun,Sunne,Villa
Astrid Fredrikssons väg 13,122.0,5,4997,3700000,30328,2023-09-27,Falu kommun,Lilla Källviken,Radhus
Götaverksgatan 20,91.0,4,5206,4800000,52747,2023-09-27,Göteborgs kommun,Lindholmen,Lägenhet
Kyrkogårdsgatan 7,35.0,1,1771,980000,28000,2023-09-27,Borås kommun,Druvefors,Lägenhet
"Kellgrensgatan 10, vån 11",78.5,3,5204,6625000,84395,2023-09-27,Stockholms kommun,Hornsbergs Strand - Västra Kungsholmen,Lägenhet
Svartsjövägen 79,26.0,3,,1585000,,2023-09-27,Vallentuna kommun,Lövsättra,Fritidshus
Utvalnäsvägen 76,191.0,6,,4985000,,2023-09-27,Gävle kommun,Gävle - Utvalnäs,Villa
Långekärrsvägen 41,70.0,4,,2550000,,2023-09-27,Tanums kommun,Gerlesborg / Långekärr / Svenneby,Fritidshus
Grönfinkvägen 6,109.0,4,,2850000,,2023-09-27,Eskilstuna kommun,Borsökna,Villa
Tornslingan 46,53.5,2,3544,1900000,35514,2023-09-27,Huddinge kommun,Trångsund,Lägenhet
Wadströmsgatan 6A,56.5,2,2994,1775000,31416,2023-09-27,Norrköpings kommun,Söder - Vasaparken,Lägenhet
Glödgargatan 2,144.0,6,,2550000,,2023-09-27,Eskilstuna kommun,Kogne,Villa
Vendelsövägen 60B,71.0,3,4507,2970205,41834,2023-09-27,Tyresö kommun,Södergården,Lägenhet
Kung Kristians Väg 3D,82.0,3,5861,1800000,21951,2023-09-27,Trelleborgs kommun,Kungahusen,Lägenhet
Bangatan 41A,74.5,3,3412,1320000,17718,2023-09-27,Västerås kommun,Nordanby Gärde,Lägenhet
"Hornsbergs strand 85, 5tr",65.0,3,3307,5230000,80462,2023-09-27,Stockholms kommun,Västra Kungsholmen - Hornsbergs strand,Lägenhet
Kryssarvägen 3,56.0,2,2841,2495000,44554,2023-09-27,Täby kommun,Näsbypark,Lägenhet
Smultronvägen 3,90.0,4,,2295000,,2023-09-27,Trelleborgs kommun,Trelleborg,Radhus
Skogså 219C,,,,,,,,,
Gökärtsvägen 10,139.0,6,,3750000,,2023-09-27,Uddevalla kommun,Ljungskile,Villa
Stigtomta Björktorp Skogsäng 1,80.0,4,,2050000,,2023-09-27,,,
Årevägen 174A,50.0,4,3332,3995000,79900,2023-09-27,Åre kommun,Åre By,Lägenhet
Gräsgatan 4,120.0,5,6726,2950000,24583,2023-09-27,Linköpings kommun,Vidingsjö,Lägenhet
Västra Kyrkogatan 13,125.0,6,,1750000,,2023-09-27,Uppvidinge kommun,Åseda,Villa
Betaniavägen 28C,37.1,2,1950,690000,,2023-09-27,Gotlands kommun,Gotlands Tofta,Fritidshus
"Klövervägen 6, bv",44.5,1,3699,970000,21798,2023-09-27,Botkyrka kommun,Norsborg - Hallunda,Lägenhet
Spraglehallsvägen 11,71.0,3,,4800000,,2023-09-27,Sölvesborgs kommun,Krokås,Fritidshus
Förarvägen 12,63.0,3,,2400000,,2023-09-27,Malung-Sälens kommun,Kläppen,Fritidshus
Rödluvevägen 2D,55.0,1,,850000,,2023-09-27,Mora kommun,Gesunda,Fritidshus
Albatrossvägen 91,148.0,6,,4500000,,2023-09-27,Haninge kommun,Österhaninge,Radhus
Nygatan 9,99.0,5,,545000,,2023-09-27,Hultsfreds kommun,Rosenfors,Villa
Norr Amsberg 577,110.0,5,,3250000,,2023-09-27,Borlänge kommun,Borlänge,Villa
August Wahlströms väg 23,29.0,1,1224,2425000,83621,2023-09-27,Danderyds kommun,Danderyd,Lägenhet
Vasshusvägen 55,100.0,4,,2995000,,2023-09-27,Strömstads kommun,Tången,Radhus
Wahlbergsgatan 8,41.0,2,2971,3000000,73171,2023-09-27,Stockholms kommun,Johanneshov,Lägenhet
Kantorvägen 4,166.0,6,,3625000,,2023-09-27,Kungälvs kommun,Bohuslän,Villa
Stora Slingan 15B,180.0,6,,8280000,,2023-09-27,Sollentuna kommun,Viby,Villa
Helgonagatan 66,66.5,2,4853,1650000,24812,2023-09-27,Kungälvs kommun,Munkegärde,Lägenhet
Rönngatan 7,107.0,4,,1550000,,2023-09-27,Eda kommun,Charlottenberg,Villa
Eklidsvägen 26,140.0,5,,5670000,,2023-09-27,Botkyrka kommun,Tullinge centralt,Villa
Hemgårdsvägen 16C,49.5,2,2934,700000,14141,2023-09-27,Nyköpings kommun,Högbrunn,Lägenhet
Birgittas väg 4A,56.0,2,4416,500000,8929,2023-09-27,Vadstena kommun,Vadstena,Lägenhet
Hjortronvägen 9A,136.0,4,,1800000,,2023-09-27,Åtvidabergs kommun,Garpan,Villa
Biodlarvägen 8,117.0,5,5153,1975000,16880,2023-09-27,Lilla Edets kommun,Göta,Radhus
Tornbacken 9,138.0,5,,7800000,,2023-09-27,Stockholms kommun,Spånga Solhem,Villa
"Stationsgatan 23A, BV",82.8,3,5270,1770000,21377,2023-09-27,Sigtuna kommun,Centralt,Lägenhet
Tranbärsstigen 27B,135.0,4,,2350000,,2023-09-27,Strängnäs kommun,Finninge-Ulvhäll,Radhus
Kungsgatan 7B,73.0,3,4367,2585000,35411,2023-09-27,Uppsala kommun,Uppsala,Lägenhet
"Vegagatan 23, 1tr",41.0,2,2455,2755000,67195,2023-09-27,Sundbybergs kommun,Centrala Sundbyberg,Lägenhet
Österängsvägen,134.0,6,5570,5150000,38433,2023-09-27,Huddinge kommun,Flemingsberg,Radhus
Åsgatan 50B,74.5,2,4460,1975000,26510,2023-09-27,Falu kommun,Centralt,Lägenhet
Bällstavägen 91,99.0,4,,4950000,,2023-09-27,Vallentuna kommun,Bällsta,Villa
Fogdevreten 4,34.0,1,2150,2030000,59706,2023-09-27,Solna kommun,Karolinska,Lägenhet
Gamla vägen 20,165.0,5,,5180000,,2023-09-27,Ale kommun,Älvängen,Villa
Sandebovägen 21,94.0,7,,1870000,,2023-09-27,Norrköpings kommun,Östra Husby,Villa
Murargatan 22A,69.2,3,3961,1850000,26734,2023-09-27,Uppsala kommun,Salabacke,Lägenhet
Dovhjortstigen 4,25.0,1,,285000,,2023-09-27,Finspångs kommun,Bränntorp,Fritidshus
Norrbyvägen 13,179.0,4,,4500000,,2023-09-27,Piteå kommun,Hortlax,Villa
Mellangatan 17,103.0,5,,2300000,,2023-09-27,Kalmar kommun,Trekanten,Villa
Slumnäsvägen 58,169.0,6,,7970000,,2023-09-27,Tyresö kommun,Tyresö Strand,Villa
A R Lorents gata 69,62.0,2,3414,2795000,45081,2023-09-27,Göteborgs kommun,Klippan,Lägenhet
Österlånggatan 29,115.0,4,5110,2100000,18261,2023-09-27,Trollhättans kommun,Centrum,Lägenhet
Kågevägen 34D,30.0,1,2157,880000,29333,2023-09-27,Skellefteå kommun,Skellefteå,Lägenhet
Agatvägen 28,57.0,3,5123,2215000,38860,2023-09-27,Stockholms kommun,Beckomberga,Lägenhet
Lilla Varvsgatan 45A,33.0,"1,5",2267,1650000,50000,2023-09-27,Malmö kommun,Västra Hamnen,Lägenhet
Mickels väg 10A,97.0,4,5113,1600000,16495,2023-09-27,Jönköpings kommun,Tenhult,Lägenhet
Stensborgsgatan 7,98.0,3,4516,2500000,25510,2023-09-27,Eskilstuna kommun,Söder,Lägenhet
Fabelvägen 19,42.0,1,3194,1395000,33214,2023-09-27,Järfälla kommun,Kallhäll,Lägenhet
Flintlåsvägen 12,76.5,3,4578,2100000,27451,2023-09-27,Sollentuna kommun,Edsberg,Lägenhet
Sjöbackevägen 16,84.0,4,4569,3900000,46429,2023-09-27,Göteborgs kommun,Billdal,Lägenhet
Snövägen 112B,64.0,2,3535,1100000,17188,2023-09-27,Luleå kommun,Björkskatan,Lägenhet
Råbyvägen 55C,73.0,3,4289,2195000,30068,2023-09-27,Uppsala kommun,Gränby Backe,Lägenhet
Njupkärrsvägen 74,89.0,3,6322,2100000,23596,2023-09-27,Tyresö kommun,Tyresö,Lägenhet
Luftfartsgatan 11,120.0,4,6014,5000000,41667,2023-09-27,Stockholms kommun,Skarpnäck,Radhus
Blanchegatan 18,33.0,1,2042,3100000,93939,2023-09-27,Stockholms kommun,Östermalm / Nedre Gärdet,Lägenhet
Hedlundsgatan 6B,51.5,2,2805,1320000,25631,2023-09-27,Eskilstuna kommun,Rinmansparken,Lägenhet
Värmdövägen 173,92.0,4,4982,6000000,65217,2023-09-27,Nacka kommun,Nacka Forum,Lägenhet
Sandviksvägen 6,30.0,30,,3050000,,2023-09-27,,,
Inteckningsvägen 9,55.0,2,3639,2700000,49091,2023-09-27,Stockholms kommun,Hägerstensåsen,Lägenhet
Svängrumsgatan 79,76.5,3,4274,3350000,43791,2023-09-27,Göteborgs kommun,Flatås,Lägenhet
Bäckvägen 3G,62.3,3,3088,5175000,83066,2023-09-27,Åre kommun,Åre,Lägenhet
Målaregatan 38,67.0,2,5191,1100000,16418,2023-09-27,Strömstads kommun,Centrala Strömstad,Lägenhet
Grevgatan 20F - etage vån 5 / 5,158.0,5,11133,5900000,37342,2023-09-27,Nynäshamns kommun,Nynäshamn,Lägenhet
Skivyxvägen 1,123.0,5,,3750000,,2023-09-27,Västerås kommun,Malmaberg,Villa
Stuguvägen 12,270.0,8,,4200000,,2023-09-27,Östersunds kommun,Odenslund,Villa
Sundsta Torg,118.5,5,2977,4950000,41772,2023-09-27,Karlstads kommun,Sundsta,Lägenhet
Vendelsövägen 60,71.0,3,3253,2970205,41834,2023-09-27,Tyresö kommun,Trollbäcken,Lägenhet
Sommarbo 261,152.0,5,,3800000,,2023-09-27,Haninge kommun,Jordbro,Radhus
Morkullegatan 10,45.0,2,3094,1975000,43889,2023-09-27,Varbergs kommun,Centrum,Lägenhet
Gullbergagatan 76,170.0,5,,4600000,,2023-09-27,Malmö kommun,Riseberga - Husie,Villa
Fyrisvallsgatan 3 B,77.0,3,5852,2495000,32403,2023-09-27,Uppsala kommun,Luthagen,Lägenhet
Wollmar Yxkullsgatan 10,48.0,2,1769,5350000,111458,2023-09-27,Stockholms kommun,Södermalm,Lägenhet
Gudö åväg 4C,29.0,1,2090,1700000,58621,2023-09-27,Haninge kommun,Gudö,Lägenhet
Röe 540,68.0,4,,3250000,,2023-09-27,Lysekils kommun,Härnäset,Villa
Hasselvägen 5,143.0,5,,4200000,,2023-09-27,Enköpings kommun,Örsundsbro,Villa
Uardavägen 69,80.0,3,5308,2950000,36875,2023-09-27,Lunds kommun,Östra Torn,Radhus
Olshammarsgatan 58,87.5,4,5832,2400000,27429,2023-09-27,Stockholms kommun,Ormkärr,Lägenhet
Segevångsgatan 17A,52.0,2,3492,850000,16346,2023-09-27,Malmö kommun,Segevång,Lägenhet
Lillängsgatan 4,125.0,"3,5",,2230000,,2023-09-27,Heby kommun,Östervåla,Villa
Kocksgatan 23,69.0,2,2772,6750000,97826,2023-09-27,Stockholms kommun,SoFo / Södermalm,Lägenhet
Löpargatan 62A,102.0,4,6011,2775000,27206,2023-09-27,Landskrona kommun,Västra Fäladen,Lägenhet
Daniels väg 121,82.0,3,5159,1750000,21341,2023-09-27,Falu kommun,Östra Främby,Lägenhet
"Ormbergsvägen 20, vån 7",75.0,2,2726,7000000,93333,2023-09-27,Stockholms kommun,Gröndal,Lägenhet
"Sibeliusgången 48, 5tr",93.2,4,5503,2400000,25751,2023-09-27,Stockholms kommun,Akalla,Lägenhet
Donners gränd 4,81.5,3,5107,3400000,41718,2023-09-27,Umeå kommun,Sandåkern,Lägenhet
Mjölnerbacken 74,63.1,2,3147,1805000,28605,2023-09-27,Sundbybergs kommun,Rissne,Lägenhet
Älgens väg 10,42.0,3,,1600000,,2023-09-27,Uppsala kommun,Burvik,Villa
Uthagsvägen 19,181.0,7,,6750000,,2023-09-27,Haninge kommun,Haninge Vega,Villa
Norra Parkpromenaden 37,54.0,2,3245,2690000,49815,2023-09-27,Täby kommun,Täby Park,Lägenhet
Malmgatan 16,97.0,4,5585,3265000,33660,2023-09-27,Malmö kommun,Slussen,Lägenhet
Verkmästaregatan 4A,70.1,2,5534,3525000,50285,2023-09-27,Göteborgs kommun,Lindholmen,Lägenhet
"Ringvägen 131, 3tr",32.0,1,1645,3250000,101563,2023-09-27,Stockholms kommun,Södermalm - Katarina Sofia,Lägenhet
Storsvängen 127,138.0,5,,11350000,,2023-09-27,Stockholms kommun,Mälarhöjden,Villa
Geijersgatan 52A,39.0,"1,5",2503,1830000,46923,2023-09-27,Uppsala kommun,Luthagen,Lägenhet
Odlingsvägen 1,95.0,4,4617,5800000,61053,2023-09-27,Solna kommun,Bergshamra,Lägenhet
Klostervägen 6A,38.0,1,3468,250000,6579,2023-09-27,Klippans kommun,Centralt,Lägenhet
Sintrarevägen 6,100.0,4,,1550000,,2023-09-27,Karlskoga kommun,Sandviken-Valåsen,Villa
Nisbethsgatan 4,147.0,5,,7800000,,2023-09-27,Simrishamns kommun,Simrishamn,Villa
Klarabergsvägen 10b,86.5,4,5261,2175000,25145,2023-09-27,Haninge kommun,Vendelsömalm,Lägenhet
Norra Kyrkogatan 14C,69.5,3,5586,1550000,22302,2023-09-27,Strömstads kommun,Strömstad,Lägenhet
"Lövgatan 55, vån 2",41.0,2,2518,3050000,74390,2023-09-27,Solna kommun,Råsunda,Lägenhet
"Dalagatan 62, 4 tr",62.0,3,4340,7400000,119355,2023-09-27,Stockholms kommun,Vasastan - invid Odenplan,Lägenhet
"Signalistgatan 14, 4 tr",42.0,2,3187,2870000,68333,2023-09-27,Solna kommun,Frösunda,Lägenhet
Balettgränd 7C,77.5,3,5356,2225000,28710,2023-09-27,Umeå kommun,Umedalen,Lägenhet
